date,mmdd,month,day,weekday,count,abundance,description
2024-11-23,11-23,November,23,Saturday,179,Very Low,Number of unsanitary condition complaints to 311
2024-11-24,11-24,November,24,Sunday,196,Very Low,Number of unsanitary condition complaints to 311
2024-11-25,11-25,November,25,Monday,373,High,Number of unsanitary condition complaints to 311
2024-11-26,11-26,November,26,Tuesday,342,Medium,Number of unsanitary condition complaints to 311
2024-11-27,11-27,November,27,Wednesday,270,Low,Number of unsanitary condition complaints to 311
2024-11-28,11-28,November,28,Thursday,120,Very Low,Number of unsanitary condition complaints to 311
2024-11-29,11-29,November,29,Friday,226,Low,Number of unsanitary condition complaints to 311
2024-11-30,11-30,November,30,Saturday,186,Very Low,Number of unsanitary condition complaints to 311
2024-12-01,12-01,December,1,Sunday,264,Low,Number of unsanitary condition complaints to 311
2024-12-02,12-02,December,2,Monday,493,Very High,Number of unsanitary condition complaints to 311
2024-12-03,12-03,December,3,Tuesday,453,Very High,Number of unsanitary condition complaints to 311
2024-12-04,12-04,December,4,Wednesday,398,High,Number of unsanitary condition complaints to 311
2024-12-05,12-05,December,5,Thursday,392,High,Number of unsanitary condition complaints to 311
2024-12-06,12-06,December,6,Friday,355,Medium,Number of unsanitary condition complaints to 311
2024-12-07,12-07,December,7,Saturday,161,Very Low,Number of unsanitary condition complaints to 311
2024-12-08,12-08,December,8,Sunday,189,Very Low,Number of unsanitary condition complaints to 311
2024-12-09,12-09,December,9,Monday,372,High,Number of unsanitary condition complaints to 311
2024-12-10,12-10,December,10,Tuesday,365,Medium,Number of unsanitary condition complaints to 311
2024-12-11,12-11,December,11,Wednesday,336,Medium,Number of unsanitary condition complaints to 311
2024-12-12,12-12,December,12,Thursday,345,Medium,Number of unsanitary condition complaints to 311
2024-12-13,12-13,December,13,Friday,357,Medium,Number of unsanitary condition complaints to 311
2024-12-14,12-14,December,14,Saturday,180,Very Low,Number of unsanitary condition complaints to 311
2024-12-15,12-15,December,15,Sunday,202,Low,Number of unsanitary condition complaints to 311
2024-12-16,12-16,December,16,Monday,439,Very High,Number of unsanitary condition complaints to 311
2024-12-17,12-17,December,17,Tuesday,328,Medium,Number of unsanitary condition complaints to 311
2024-12-18,12-18,December,18,Wednesday,302,Low,Number of unsanitary condition complaints to 311
2024-12-19,12-19,December,19,Thursday,282,Low,Number of unsanitary condition complaints to 311
2024-12-20,12-20,December,20,Friday,283,Low,Number of unsanitary condition complaints to 311
2024-12-21,12-21,December,21,Saturday,204,Low,Number of unsanitary condition complaints to 311
2024-12-22,12-22,December,22,Sunday,267,Low,Number of unsanitary condition complaints to 311
2024-12-23,12-23,December,23,Monday,410,High,Number of unsanitary condition complaints to 311
2024-12-24,12-24,December,24,Tuesday,271,Low,Number of unsanitary condition complaints to 311
2024-12-25,12-25,December,25,Wednesday,100,Very Low,Number of unsanitary condition complaints to 311
2024-12-26,12-26,December,26,Thursday,310,Low,Number of unsanitary condition complaints to 311
2024-12-27,12-27,December,27,Friday,313,Medium,Number of unsanitary condition complaints to 311
2024-12-28,12-28,December,28,Saturday,179,Very Low,Number of unsanitary condition complaints to 311
2024-12-29,12-29,December,29,Sunday,196,Very Low,Number of unsanitary condition complaints to 311
2024-12-30,12-30,December,30,Monday,348,Medium,Number of unsanitary condition complaints to 311
2024-12-31,12-31,December,31,Tuesday,224,Low,Number of unsanitary condition complaints to 311
