source,date,mmdd,month,day,weekday,value,abundance,description
311_heat_hotwater,2024-03-11,03-11,March,11,Monday,1052,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-12,03-12,March,12,Tuesday,663,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-13,03-13,March,13,Wednesday,561,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-14,03-14,March,14,Thursday,476,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-15,03-15,March,15,Friday,323,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-16,03-16,March,16,Saturday,233,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-17,03-17,March,17,Sunday,289,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-18,03-18,March,18,Monday,638,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-19,03-19,March,19,Tuesday,2290,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-20,03-20,March,20,Wednesday,904,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-21,03-21,March,21,Thursday,1465,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-22,03-22,March,22,Friday,1102,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-23,03-23,March,23,Saturday,936,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-24,03-24,March,24,Sunday,1113,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-25,03-25,March,25,Monday,1002,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-26,03-26,March,26,Tuesday,906,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-27,03-27,March,27,Wednesday,793,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-28,03-28,March,28,Thursday,628,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-29,03-29,March,29,Friday,716,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-30,03-30,March,30,Saturday,606,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-03-31,03-31,March,31,Sunday,435,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-01,04-01,April,1,Monday,735,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-02,04-02,April,2,Tuesday,741,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-03,04-03,April,3,Wednesday,1112,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-04,04-04,April,4,Thursday,793,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-05,04-05,April,5,Friday,673,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-06,04-06,April,6,Saturday,521,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-07,04-07,April,7,Sunday,462,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-08,04-08,April,8,Monday,443,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-09,04-09,April,9,Tuesday,347,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-10,04-10,April,10,Wednesday,371,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-11,04-11,April,11,Thursday,0,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-12,04-12,April,12,Friday,0,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-13,04-13,April,13,Saturday,0,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-14,04-14,April,14,Sunday,0,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-15,04-15,April,15,Monday,2386,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-16,04-16,April,16,Tuesday,368,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-17,04-17,April,17,Wednesday,447,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-18,04-18,April,18,Thursday,947,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-19,04-19,April,19,Friday,604,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-20,04-20,April,20,Saturday,400,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-21,04-21,April,21,Sunday,687,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-22,04-22,April,22,Monday,635,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-23,04-23,April,23,Tuesday,552,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-24,04-24,April,24,Wednesday,399,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-25,04-25,April,25,Thursday,732,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-26,04-26,April,26,Friday,562,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-27,04-27,April,27,Saturday,439,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-28,04-28,April,28,Sunday,270,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-29,04-29,April,29,Monday,317,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-04-30,04-30,April,30,Tuesday,256,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-01,05-01,May,1,Wednesday,253,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-02,05-02,May,2,Thursday,206,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-03,05-03,May,3,Friday,254,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-04,05-04,May,4,Saturday,360,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-05,05-05,May,5,Sunday,650,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-06,05-06,May,6,Monday,317,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-07,05-07,May,7,Tuesday,225,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-08,05-08,May,8,Wednesday,192,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-09,05-09,May,9,Thursday,158,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-10,05-10,May,10,Friday,392,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-11,05-11,May,11,Saturday,326,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-12,05-12,May,12,Sunday,531,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-13,05-13,May,13,Monday,361,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-14,05-14,May,14,Tuesday,201,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-15,05-15,May,15,Wednesday,180,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-16,05-16,May,16,Thursday,219,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-17,05-17,May,17,Friday,157,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-18,05-18,May,18,Saturday,116,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-19,05-19,May,19,Sunday,139,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-20,05-20,May,20,Monday,174,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-21,05-21,May,21,Tuesday,152,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-22,05-22,May,22,Wednesday,113,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-23,05-23,May,23,Thursday,80,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-24,05-24,May,24,Friday,96,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-25,05-25,May,25,Saturday,115,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-26,05-26,May,26,Sunday,116,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-27,05-27,May,27,Monday,157,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-28,05-28,May,28,Tuesday,156,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-29,05-29,May,29,Wednesday,163,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-30,05-30,May,30,Thursday,103,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-05-31,05-31,May,31,Friday,159,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-01,06-01,June,1,Saturday,102,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-02,06-02,June,2,Sunday,110,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-03,06-03,June,3,Monday,131,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-04,06-04,June,4,Tuesday,134,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-05,06-05,June,5,Wednesday,125,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-06,06-06,June,6,Thursday,99,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-07,06-07,June,7,Friday,109,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-08,06-08,June,8,Saturday,102,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-09,06-09,June,9,Sunday,111,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-10,06-10,June,10,Monday,121,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-11,06-11,June,11,Tuesday,145,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-12,06-12,June,12,Wednesday,107,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-13,06-13,June,13,Thursday,101,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-14,06-14,June,14,Friday,116,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-15,06-15,June,15,Saturday,126,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-16,06-16,June,16,Sunday,91,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-17,06-17,June,17,Monday,140,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-18,06-18,June,18,Tuesday,124,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-19,06-19,June,19,Wednesday,130,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-20,06-20,June,20,Thursday,126,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-21,06-21,June,21,Friday,129,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-22,06-22,June,22,Saturday,142,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-23,06-23,June,23,Sunday,126,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-24,06-24,June,24,Monday,132,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-25,06-25,June,25,Tuesday,140,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-26,06-26,June,26,Wednesday,120,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-27,06-27,June,27,Thursday,111,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-28,06-28,June,28,Friday,90,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-29,06-29,June,29,Saturday,91,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-06-30,06-30,June,30,Sunday,83,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-01,07-01,July,1,Monday,112,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-02,07-02,July,2,Tuesday,99,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-03,07-03,July,3,Wednesday,78,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-04,07-04,July,4,Thursday,66,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-05,07-05,July,5,Friday,75,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-06,07-06,July,6,Saturday,144,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-07,07-07,July,7,Sunday,131,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-08,07-08,July,8,Monday,194,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-09,07-09,July,9,Tuesday,227,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-10,07-10,July,10,Wednesday,117,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-11,07-11,July,11,Thursday,65,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-12,07-12,July,12,Friday,62,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-13,07-13,July,13,Saturday,0,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-14,07-14,July,14,Sunday,333,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-15,07-15,July,15,Monday,147,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-16,07-16,July,16,Tuesday,129,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-17,07-17,July,17,Wednesday,109,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-18,07-18,July,18,Thursday,107,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-19,07-19,July,19,Friday,65,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-20,07-20,July,20,Saturday,66,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-21,07-21,July,21,Sunday,98,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-22,07-22,July,22,Monday,122,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-23,07-23,July,23,Tuesday,112,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-24,07-24,July,24,Wednesday,97,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-25,07-25,July,25,Thursday,108,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-26,07-26,July,26,Friday,85,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-27,07-27,July,27,Saturday,67,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-28,07-28,July,28,Sunday,62,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-29,07-29,July,29,Monday,97,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-30,07-30,July,30,Tuesday,81,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-07-31,07-31,July,31,Wednesday,124,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-01,08-01,August,1,Thursday,116,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-02,08-02,August,2,Friday,96,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-03,08-03,August,3,Saturday,78,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-04,08-04,August,4,Sunday,85,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-05,08-05,August,5,Monday,125,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-06,08-06,August,6,Tuesday,120,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-07,08-07,August,7,Wednesday,117,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-08,08-08,August,8,Thursday,102,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-09,08-09,August,9,Friday,99,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-10,08-10,August,10,Saturday,89,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-11,08-11,August,11,Sunday,86,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-12,08-12,August,12,Monday,105,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-13,08-13,August,13,Tuesday,65,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-14,08-14,August,14,Wednesday,108,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-15,08-15,August,15,Thursday,134,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-16,08-16,August,16,Friday,116,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-17,08-17,August,17,Saturday,126,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-18,08-18,August,18,Sunday,109,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-19,08-19,August,19,Monday,108,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-20,08-20,August,20,Tuesday,105,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-21,08-21,August,21,Wednesday,131,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-22,08-22,August,22,Thursday,91,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-23,08-23,August,23,Friday,95,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-24,08-24,August,24,Saturday,63,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-25,08-25,August,25,Sunday,85,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-26,08-26,August,26,Monday,114,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-27,08-27,August,27,Tuesday,94,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-28,08-28,August,28,Wednesday,96,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-29,08-29,August,29,Thursday,107,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-30,08-30,August,30,Friday,81,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-08-31,08-31,August,31,Saturday,59,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-01,09-01,September,1,Sunday,96,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-02,09-02,September,2,Monday,83,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-03,09-03,September,3,Tuesday,102,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-04,09-04,September,4,Wednesday,124,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-05,09-05,September,5,Thursday,121,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-06,09-06,September,6,Friday,128,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-07,09-07,September,7,Saturday,93,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-08,09-08,September,8,Sunday,107,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-09,09-09,September,9,Monday,131,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-10,09-10,September,10,Tuesday,110,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-11,09-11,September,11,Wednesday,130,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-12,09-12,September,12,Thursday,100,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-13,09-13,September,13,Friday,93,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-14,09-14,September,14,Saturday,68,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-15,09-15,September,15,Sunday,84,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-16,09-16,September,16,Monday,126,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-17,09-17,September,17,Tuesday,121,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-18,09-18,September,18,Wednesday,107,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-19,09-19,September,19,Thursday,122,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-20,09-20,September,20,Friday,79,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-21,09-21,September,21,Saturday,106,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-22,09-22,September,22,Sunday,102,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-23,09-23,September,23,Monday,160,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-24,09-24,September,24,Tuesday,128,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-25,09-25,September,25,Wednesday,132,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-26,09-26,September,26,Thursday,127,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-27,09-27,September,27,Friday,108,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-28,09-28,September,28,Saturday,99,Very Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-29,09-29,September,29,Sunday,133,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-09-30,09-30,September,30,Monday,130,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-01,10-01,October,1,Tuesday,179,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-02,10-02,October,2,Wednesday,181,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-03,10-03,October,3,Thursday,149,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-04,10-04,October,4,Friday,162,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-05,10-05,October,5,Saturday,114,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-06,10-06,October,6,Sunday,142,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-07,10-07,October,7,Monday,185,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-08,10-08,October,8,Tuesday,277,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-09,10-09,October,9,Wednesday,318,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-10,10-10,October,10,Thursday,853,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-11,10-11,October,11,Friday,856,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-12,10-12,October,12,Saturday,288,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-13,10-13,October,13,Sunday,273,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-14,10-14,October,14,Monday,849,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-15,10-15,October,15,Tuesday,2128,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-16,10-16,October,16,Wednesday,2333,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-17,10-17,October,17,Thursday,2024,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-18,10-18,October,18,Friday,1176,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-19,10-19,October,19,Saturday,597,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-20,10-20,October,20,Sunday,359,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-21,10-21,October,21,Monday,337,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-22,10-22,October,22,Tuesday,226,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-23,10-23,October,23,Wednesday,205,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-24,10-24,October,24,Thursday,232,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-25,10-25,October,25,Friday,627,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-26,10-26,October,26,Saturday,627,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-27,10-27,October,27,Sunday,1265,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-28,10-28,October,28,Monday,1416,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-29,10-29,October,29,Tuesday,783,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-30,10-30,October,30,Wednesday,297,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-10-31,10-31,October,31,Thursday,192,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-01,11-01,November,1,Friday,144,Low,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-02,11-02,November,2,Saturday,549,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-03,11-03,November,3,Sunday,1850,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-04,11-04,November,4,Monday,1500,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-05,11-05,November,5,Tuesday,483,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-06,11-06,November,6,Wednesday,209,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-07,11-07,November,7,Thursday,189,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-08,11-08,November,8,Friday,467,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-09,11-09,November,9,Saturday,1579,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-10,11-10,November,10,Sunday,1337,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-11,11-11,November,11,Monday,662,Medium,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-12,11-12,November,12,Tuesday,2241,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-13,11-13,November,13,Wednesday,3004,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-14,11-14,November,14,Thursday,2457,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-15,11-15,November,15,Friday,1495,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-16,11-16,November,16,Saturday,1142,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-17,11-17,November,17,Sunday,869,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-18,11-18,November,18,Monday,944,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-19,11-19,November,19,Tuesday,993,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-20,11-20,November,20,Wednesday,1009,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-21,11-21,November,21,Thursday,1607,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-22,11-22,November,22,Friday,2532,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-23,11-23,November,23,Saturday,1737,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-24,11-24,November,24,Sunday,1412,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-25,11-25,November,25,Monday,1500,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-26,11-26,November,26,Tuesday,1028,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-27,11-27,November,27,Wednesday,1329,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-28,11-28,November,28,Thursday,1002,High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-29,11-29,November,29,Friday,1628,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-11-30,11-30,November,30,Saturday,2470,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-12-01,12-01,December,1,Sunday,2936,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-12-02,12-02,December,2,Monday,3066,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-12-03,12-03,December,3,Tuesday,2668,Very High,Number of heat/hot water complaints to 311
311_heat_hotwater,2024-12-04,12-04,December,4,Wednesday,2695,Very High,Number of heat/hot water complaints to 311
